Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Diameter,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,16.6,5,0.012,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,17,0.33,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.8,9,0.137,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,5,0.14,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,10,0.227,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.6,2,0.183,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,18,0.231,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.8,5,0.202,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.0,8,0.332,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,15,0.212,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,11,0.132,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,11,0.226,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,9,0.306,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,10,0.192,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,6,0.293,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,0,0.308,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.5,9,0.014,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.0,3,0.164,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,1,0.138,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,11,0.082,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,12,0.174,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,16,0.212,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,18,0.173,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,6,0.011,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.9,4,0.256,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,11,0.264,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.5,10,0.29,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,6,0.04,0.0016,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.5,8,0.035,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,6,0.197,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.8,10,0.299,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,11,0.197,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,8,0.108,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,18,0.25,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,14,0.275,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.7,10,0.14,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,8,0.18,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,16,0.185,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.2,0,0.094,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,18,0.216,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.9,1,0.045,0.014,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.3,13,0.334,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,10,0.323,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,9,0.098,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,4,0.328,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,15,0.286,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.9,9,0.193,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,13,0.29,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,0,0.169,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,5,0.298,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,16,0.133,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,3,0.092,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,18,0.086,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,0,0.099,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.5,11,0.263,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.6,11,0.192,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,17,0.103,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,2,0.256,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,4,0.207,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.8,6,0.314,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.5,11,0.196,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,1,0.159,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,11,0.333,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,6,0.312,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,4,0.039,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.9,9,0.086,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,11,0.18,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,10,0.238,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,15,0.321,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,2,0.125,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,13,0.049,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,16,0.325,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,18,0.011,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,8,0.096,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.7,16,0.253,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,8,0.181,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.9,7,0.136,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,6,0.12,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,3,0.179,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,13,0.323,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,16,0.002,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,5,0.337,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.7,4,0.267,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,10,0.327,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,3,0.152,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.6,1,0.233,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,15,0.183,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,1,0.145,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,12,0.029,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,0,0.025,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,10,0.151,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,10,0.234,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,11,0.142,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,4,0.144,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,2,0.187,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,3,0.192,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,15,0.231,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,17,0.289,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,8,0.109,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,0,0.21,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,2,0.335,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,17,0.152,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,15,0.332,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.4,17,0.215,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,17,0.051,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,16.2,10,0.293,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,11,0.276,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,0,0.184,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,8,0.019,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.7,11,0.141,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,13,0.323,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,4,0.019,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,27.1,10,0.179,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,18,0.244,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,1,0.109,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.5,12,0.27,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,8,0.242,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.8,7,0.124,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,14,0.3,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.8,18,0.264,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,7,0.326,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.2,6,0.093,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,4,0.03,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,26.5,13,0.338,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,8,0.023,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,9,0.294,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.0,6,0.232,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,6,0.239,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,15,0.129,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,13,0.042,0.0064,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.7,3,0.232,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.4,4,0.175,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,4,0.273,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,18,0.219,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,3,0.077,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,13,0.07,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,8,0.15,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,3,0.315,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,4,0.27,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,5,0.13,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,8,0.113,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,3,0.123,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,6,0.21,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,16,0.308,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,4,0.267,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,6,0.121,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,8,0.233,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,12,0.042,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.9,11,0.079,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,7,0.132,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,18,0.236,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,11,0.274,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.8,3,0.254,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.1,1,0.318,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,11,0.25,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,8,0.171,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,13,0.331,0.0188,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,12,0.18,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,2,0.245,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,0,0.051,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.4,14,0.248,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,9,0.079,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,0,0.269,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.0,13,0.279,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,17,0.332,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,6,0.054,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,30.2,18,0.297,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,18,0.298,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,8,0.206,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,6,0.08,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,3,0.062,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,17,0.172,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,14,0.056,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.3,9,0.099,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,8,0.272,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,0,0.263,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,4,0.247,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,18,0.296,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,2,0.162,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.9,6,0.015,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,1,0.28,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,14,0.2,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,16,0.32,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,12,0.017,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.1,10,0.176,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,13,0.235,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,18,0.108,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,4,0.221,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,3,0.075,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,13,0.112,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.6,15,0.144,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,16,0.334,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,15,0.215,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,18,0.27,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,7,0.055,0.012,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.6,2,0.209,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,12,0.141,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.6,11,0.219,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,3,0.168,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.6,1,0.291,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.2,2,0.229,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.6,1,0.196,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,11,0.26,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.4,6,0.076,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,8,0.3,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.7,5,0.027,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,15,0.242,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.6,3,0.172,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,4,0.256,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,12,0.197,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,9,0.12,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,4,0.242,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,14,0.044,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,14,0.134,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11,0.266,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,7,0.075,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,6,0.218,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,3,0.083,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.2,5,0.158,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,6,0.069,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,15,0.084,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,1,0.06,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.9,2,0.242,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,6,0.071,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,13,0.03,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,12,0.045,0.0016,1,1,0
Aluminum Alloy,35.45,2870,0.26,4.7,10,0.339,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,7,0.284,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.7,14,0.085,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,1,0.246,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,12,0.332,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,2,0.327,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,7,0.173,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,16,0.123,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.1,15,0.233,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,11,0.286,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,4,0.115,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.6,11,0.272,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.7,9,0.113,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,13,0.239,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,16,0.115,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,18,0.116,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,0,0.109,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,17,0.242,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.6,9,0.065,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,0,0.068,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,5,0.316,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,0,0.256,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.3,11,0.107,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,5,0.274,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,4,0.293,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,9,0.279,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,1,0.263,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,14,0.154,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,1,0.108,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,11,0.047,0.0086,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,12,0.271,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,2,0.313,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.9,12,0.118,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.8,10,0.1,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.3,15,0.236,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,10,0.016,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,13,0.311,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,14,0.005,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,9,0.251,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,4,0.186,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,13,0.13,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,6,0.025,0.0169,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,12,0.046,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,18.1,0,0.231,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.0,11,0.095,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,16,0.224,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,9,0.158,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,13,0.236,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,13,0.166,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,12,0.193,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,6,0.193,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,9,0.325,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,2,0.132,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,11,0.306,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.7,0,0.243,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.1,4,0.172,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,13,0.21,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,7,0.112,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,16,0.092,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,3,0.005,0.0183,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.5,18,0.126,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,8,0.009,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.1,17,0.069,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.1,8,0.1,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,2,0.167,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.2,1,0.18,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,10,0.081,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,15,0.04,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.6,9,0.292,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,12,0.236,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,12,0.332,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,15,0.064,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,10,0.288,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,12,0.31,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,2,0.301,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,9,0.064,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,3,0.058,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,6,0.18,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,6,0.082,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.1,15,0.009,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,1,0.186,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.8,1,0.234,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,8,0.21,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,13,0.03,0.0032,1,1,0
Aluminum Alloy,35.45,2870,0.26,17.2,6,0.29,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.1,14,0.303,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.2,4,0.03,0.0037,1,1,0
Aluminum Alloy,35.45,2870,0.26,18.5,10,0.009,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,1,0.28,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,15,0.005,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.9,13,0.19,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,9,0.217,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.7,8,0.039,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,8,0.231,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,15,0.031,0.0023,1,1,0
Aluminum Alloy,35.45,2870,0.26,5.3,4,0.181,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.9,16,0.044,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,1,0.199,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,6,0.016,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,12.2,17,0.036,0.008,1,1,0
Aluminum Alloy,35.45,2870,0.26,16.9,2,0.336,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,18,0.228,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,5,0.33,0.015,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.0,1,0.208,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,16,0.285,0.0182,1,0,0
