Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,54.7,10.2,99.9,0.074,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,55.0,6.5,73.3,0.246,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.6,7.4,61.6,0.432,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.7,9.8,93.2,0.514,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,10.4,37.9,0.265,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.6,7.6,39.6,0.488,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,10.1,22.8,0.463,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,8.0,88.4,0.05,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.4,10.7,42.2,0.082,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.5,10.9,83.2,0.043,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,7.5,27.3,0.431,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,10.8,14.0,0.416,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.3,8.2,26.0,0.518,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.4,9.0,27.5,0.155,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.3,6.1,97.0,0.41,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.8,8.5,99.1,0.492,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,95.3,9.4,41.6,0.311,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,97.8,7.6,76.0,0.516,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.4,9.7,54.0,0.428,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,82.8,8.7,90.3,0.5,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.3,6.2,36.3,0.386,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.0,7.8,29.7,0.436,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.3,9.1,73.4,0.411,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,9.7,80.4,0.352,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.9,6.4,98.9,0.341,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.9,10.2,23.7,0.298,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,6.2,43.7,0.128,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.9,6.9,77.3,0.413,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.8,10.3,89.0,0.072,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,7.5,41.5,0.071,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,43.3,7.1,12.8,0.353,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.6,8.9,46.9,0.055,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.7,8.2,37.6,0.494,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.6,10.9,77.6,0.219,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.4,7.7,67.0,0.384,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.0,6.9,22.6,0.397,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.4,6.5,65.6,0.521,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,94.2,6.5,63.1,0.319,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,7.4,50.7,0.45,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.8,6.9,53.3,0.068,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,83.1,6.2,82.6,0.431,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,9.7,42.8,0.172,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.4,7.9,20.7,0.062,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,71.2,8.6,76.1,0.262,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.7,8.1,56.4,0.42,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.1,7.8,93.4,0.496,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.0,6.6,54.2,0.471,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.8,6.8,58.5,0.491,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.1,9.5,42.3,0.42,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,8.5,34.5,0.174,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,90.3,8.8,85.5,0.099,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.8,9.5,50.9,0.328,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.2,6.7,37.7,0.485,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.5,9.3,23.0,0.021,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.4,9.1,53.4,0.525,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,95.6,7.5,99.8,0.141,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.7,10.1,22.2,0.438,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.5,7.2,20.2,0.016,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,96.1,9.4,43.6,0.035,0.005,1,1,0
Aluminum Alloy,35.45,2870,0.26,73.8,8.6,46.2,0.259,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.3,6.3,57.7,0.054,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,72.9,6.8,60.5,0.347,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.7,6.9,41.4,0.443,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.2,10.9,56.5,0.396,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,89.3,6.5,10.2,0.368,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.3,10.7,47.8,0.162,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,10.5,25.1,0.074,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.1,8.9,38.8,0.431,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.6,7.1,70.7,0.129,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.5,7.4,15.3,0.502,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.1,9.5,50.0,0.478,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.4,10.1,92.6,0.035,0.0023,1,1,0
Aluminum Alloy,35.45,2870,0.26,45.7,10.5,96.2,0.195,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.9,10.5,48.8,0.083,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.3,6.4,36.7,0.537,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.3,10.5,60.7,0.285,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.4,7.8,75.8,0.535,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.3,7.6,46.1,0.105,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.0,8.7,15.9,0.293,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,8.1,32.9,0.234,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.6,6.1,20.3,0.244,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,6.4,14.0,0.493,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.5,9.1,65.8,0.094,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.2,6.3,58.7,0.057,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,28.3,8.4,79.6,0.09,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.6,8.9,28.7,0.473,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.2,10.2,64.5,0.394,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.5,10.3,10.7,0.191,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.1,9.7,41.5,0.35,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.5,9.5,49.6,0.052,0.0021,1,1,0
Aluminum Alloy,35.45,2870,0.26,82.0,6.4,77.2,0.148,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.1,10.0,38.3,0.455,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.0,9.2,34.1,0.09,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,97.9,10.7,29.5,0.011,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.2,6.8,86.6,0.239,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.4,6.7,98.2,0.372,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,9.4,89.3,0.532,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,8.0,57.0,0.476,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.6,8.0,61.0,0.384,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,92.2,10.8,94.7,0.233,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,10.7,31.2,0.513,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.7,10.6,16.2,0.18,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,6.5,48.8,0.327,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.9,8.2,78.0,0.55,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.8,8.5,83.8,0.176,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,10.4,45.6,0.379,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,9.8,76.2,0.121,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.9,8.4,67.5,0.046,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.6,8.9,20.8,0.007,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,8.2,57.9,0.309,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,47.2,7.6,67.9,0.285,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,6.5,67.4,0.163,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.6,6.8,71.6,0.411,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.0,8.1,32.5,0.319,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,8.7,86.5,0.163,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,7.0,41.9,0.334,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.5,7.0,47.5,0.324,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.7,7.2,63.2,0.389,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.6,6.0,80.1,0.072,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,48.1,9.3,100.2,0.097,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,10.4,45.1,0.334,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.3,7.5,36.6,0.395,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.2,10.4,39.0,0.505,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.0,6.9,26.2,0.042,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,7.2,51.8,0.427,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.5,9.8,20.9,0.075,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.6,10.3,85.5,0.489,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.4,6.3,92.2,0.411,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,100.9,6.4,96.1,0.528,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.0,10.8,80.5,0.424,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,38.5,10.1,38.3,0.081,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,38.4,10.4,39.9,0.191,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.8,9.5,85.8,0.191,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.6,7.7,36.6,0.111,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.5,7.4,68.5,0.092,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,90.4,9.4,89.8,0.124,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,6.6,84.9,0.391,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.2,10.0,93.5,0.403,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,9.2,97.0,0.173,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.2,7.5,94.8,0.235,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,9.8,93.4,0.046,0.0022,1,1,0
Aluminum Alloy,35.45,2870,0.26,71.3,8.6,40.8,0.481,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,9.7,12.7,0.283,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.7,7.0,42.9,0.463,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,93.1,7.7,15.0,0.02,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,8.0,78.1,0.037,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.3,9.7,89.2,0.54,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.8,10.2,96.0,0.223,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.6,9.9,66.6,0.122,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.4,9.0,52.8,0.252,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.8,8.1,88.6,0.549,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.5,6.8,45.1,0.41,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,8.8,70.9,0.272,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.2,9.1,29.0,0.178,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.6,9.2,98.6,0.239,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.8,7.4,35.8,0.397,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.4,7.8,77.9,0.232,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.1,10.7,79.0,0.096,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.0,10.8,29.6,0.174,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.0,7.4,75.0,0.477,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,81.7,7.4,24.4,0.14,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,9.4,18.9,0.072,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,83.5,10.9,33.2,0.205,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.9,7.3,44.4,0.446,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.4,10.0,21.9,0.323,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.8,9.0,20.3,0.127,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,7.3,26.1,0.308,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.2,10.6,26.0,0.3,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,100.0,6.4,79.9,0.522,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.6,9.3,18.7,0.514,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,8.8,52.9,0.114,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.9,7.7,83.7,0.088,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,46.8,6.2,20.2,0.064,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.1,7.6,60.0,0.078,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.6,10.0,20.7,0.21,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.0,7.8,10.4,0.114,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,6.6,56.0,0.216,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,83.3,10.1,35.5,0.278,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.9,10.7,60.5,0.307,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.6,9.4,16.2,0.246,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.9,10.0,81.9,0.434,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,10.8,55.2,0.207,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.1,6.3,62.4,0.314,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.9,9.3,58.8,0.016,0.015,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.7,7.0,50.6,0.434,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.7,9.2,53.9,0.033,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,26.7,10.2,14.3,0.335,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.5,6.7,64.3,0.284,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.3,10.9,13.0,0.401,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.9,9.5,22.6,0.285,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.9,7.1,54.0,0.526,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,7.2,86.8,0.215,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.2,6.5,72.9,0.447,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.5,8.5,47.0,0.077,0.0137,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,6.0,96.1,0.259,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,10.6,68.4,0.525,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.5,6.5,52.0,0.301,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,10.1,96.8,0.196,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.9,8.5,82.6,0.003,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,82.8,7.7,39.7,0.068,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,40.7,6.7,86.9,0.128,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.3,8.6,44.7,0.267,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.5,6.8,62.0,0.414,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.8,10.7,82.8,0.163,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.0,9.8,29.7,0.539,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,9.5,77.3,0.298,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,35.0,7.8,16.8,0.447,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.1,9.1,25.8,0.187,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.4,6.2,58.5,0.36,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,97.6,7.5,10.2,0.4,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.2,9.7,40.3,0.229,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.3,10.7,57.8,0.168,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.2,6.7,67.4,0.155,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,9.5,64.6,0.345,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.5,7.5,38.8,0.418,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.1,10.3,93.0,0.022,0.0055,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.0,8.6,49.3,0.239,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.1,9.2,20.3,0.395,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.2,9.6,84.3,0.368,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.7,8.9,40.1,0.062,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.9,8.8,14.1,0.501,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.6,8.6,71.3,0.091,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.0,6.1,75.4,0.082,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.6,6.3,79.7,0.436,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,9.2,11.5,0.402,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,83.8,8.6,57.7,0.284,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.6,8.2,85.8,0.295,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.5,7.8,51.9,0.192,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.4,8.8,30.2,0.342,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.8,10.7,36.3,0.338,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.1,8.6,18.1,0.399,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.9,6.8,19.1,0.02,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.1,10.8,53.1,0.542,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.3,10.5,88.5,0.181,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.1,9.9,41.9,0.145,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.7,7.6,69.7,0.226,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.3,10.3,47.9,0.034,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.5,9.2,90.8,0.385,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.4,8.6,13.8,0.195,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.9,10.0,46.3,0.256,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.9,10.6,85.6,0.548,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,9.1,79.8,0.507,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.7,9.8,54.8,0.271,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,7.0,82.1,0.263,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.2,7.8,29.4,0.016,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.9,6.8,83.1,0.277,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.7,7.5,50.8,0.469,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.4,7.6,49.6,0.33,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.9,6.8,62.6,0.169,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.7,7.8,20.1,0.33,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,94.1,9.4,28.2,0.442,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,9.0,73.0,0.544,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.9,6.9,45.9,0.243,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.1,10.8,73.8,0.164,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.8,8.6,73.3,0.511,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,7.5,93.1,0.418,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,9.9,63.5,0.355,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.1,10.2,98.1,0.173,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,89.8,8.2,49.6,0.254,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,10.6,39.4,0.135,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.3,6.7,13.9,0.436,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,7.2,39.0,0.458,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.9,7.8,43.1,0.351,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.5,10.0,65.1,0.131,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.8,10.1,15.6,0.488,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.0,9.9,67.4,0.397,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,96.3,8.4,10.3,0.055,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,49.3,7.6,47.5,0.226,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.2,9.2,98.0,0.194,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.2,7.0,57.6,0.409,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.8,6.2,22.1,0.359,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.9,9.6,61.8,0.178,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.0,9.8,81.7,0.536,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.6,9.8,74.4,0.124,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,95.4,10.7,79.4,0.289,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.3,8.5,27.3,0.482,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.2,7.8,85.8,0.042,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.5,9.8,64.9,0.077,0.0044,1,1,0
Aluminum Alloy,35.45,2870,0.26,77.1,8.2,98.8,0.211,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.0,8.8,49.6,0.442,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,90.6,8.5,76.2,0.373,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.8,8.5,69.6,0.268,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,7.7,13.7,0.351,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,9.2,57.3,0.323,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.9,7.5,84.5,0.206,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.0,9.3,28.6,0.102,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.6,9.8,44.2,0.217,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.3,8.7,71.4,0.39,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.1,8.7,78.8,0.428,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.9,8.1,99.4,0.348,0.0104,1,0,0
