Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Angle,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,9.7,38,0.205,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,39,0.134,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,32,0.181,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,36,0.187,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,29,0.076,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,41,0.124,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,44,0.031,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.7,41,0.218,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,34,0.054,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,26,0.013,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,43,0.031,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.1,39,0.118,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,31,0.097,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,25,0.226,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,36,0.197,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,36,0.218,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,30,0.077,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.6,39,0.18,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,38,0.099,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,28,0.044,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,26,0.169,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,30,0.119,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,34,0.02,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,41,0.211,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,43,0.091,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,45,0.098,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,35,0.13,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,36,0.039,0.002,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,42,0.003,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,27,0.168,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,40,0.065,0.0055,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,43,0.163,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,31,0.209,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,31,0.033,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,44,0.168,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,34,0.227,0.0129,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,42,0.208,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,42,0.112,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,37,0.035,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,37,0.094,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,32,0.011,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,27,0.003,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,42,0.181,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,25,0.06,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,30,0.036,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,37,0.226,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,36,0.229,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,41,0.226,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,33,0.229,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,30,0.086,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,41,0.207,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,29,0.111,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,43,0.181,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,31,0.205,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,41,0.203,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,37,0.151,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,25,0.049,0.0066,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.0,40,0.146,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,40,0.146,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,40,0.143,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,39,0.13,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,28,0.229,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,41,0.037,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,38,0.081,0.0032,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,34,0.023,0.0115,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,28,0.143,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,36,0.164,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,25,0.042,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.5,38,0.092,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,45,0.084,0.0044,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.7,34,0.176,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,41,0.165,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,36,0.138,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,33,0.101,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,45,0.062,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,27,0.175,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,35,0.107,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,29,0.172,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,28,0.05,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,26,0.157,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,38,0.072,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.3,39,0.031,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,36,0.208,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,25,0.119,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,35,0.204,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,30,0.126,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,33,0.042,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.4,36,0.082,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,43,0.207,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,38,0.177,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,38,0.063,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,32,0.116,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,43,0.056,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,25,0.202,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,26,0.145,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,36,0.203,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,34,0.139,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,35,0.1,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,36,0.172,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,25,0.094,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,34,0.102,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,41,0.08,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,31,0.005,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,44,0.033,0.0028,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,28,0.035,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,25,0.122,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,37,0.048,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,41,0.121,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,38,0.008,0.0005,1,1,1
Aluminum Alloy,35.45,2870,0.26,6.7,43,0.062,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,39,0.048,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,44,0.191,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,33,0.044,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,40,0.159,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,28,0.16,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,42,0.011,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,25,0.006,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,31,0.046,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.2,41,0.173,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,29,0.074,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,31,0.07,0.0048,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,41,0.159,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,45,0.043,0.0026,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.2,43,0.121,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,28,0.092,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,32,0.147,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,30,0.129,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,25,0.11,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,37,0.008,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,25,0.129,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,37,0.023,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,28,0.049,0.0041,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,25,0.142,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,31,0.125,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,39,0.014,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,30,0.086,0.0059,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,27,0.217,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,37,0.087,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,25,0.045,0.0036,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,43,0.224,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,39,0.043,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,31,0.147,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,37,0.043,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,36,0.201,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,45,0.218,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,43,0.216,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,38,0.003,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,32,0.12,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,29,0.01,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,43,0.199,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,34,0.09,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,41,0.213,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,43,0.017,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,38,0.099,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,31,0.228,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,44,0.211,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,26,0.107,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,39,0.084,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,44,0.13,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,43,0.102,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,34,0.118,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,37,0.013,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,43,0.199,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,40,0.061,0.0196,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,30,0.047,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,28,0.142,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,39,0.221,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,41,0.135,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,28,0.061,0.0144,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,39,0.099,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,25,0.04,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,42,0.211,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,38,0.025,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,32,0.12,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,37,0.007,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,45,0.092,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,39,0.014,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,45,0.222,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,25,0.044,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,41,0.047,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,37,0.205,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,34,0.076,0.0052,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.0,37,0.106,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,33,0.197,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,25,0.12,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,33,0.19,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,29,0.154,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,36,0.012,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,44,0.101,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,43,0.024,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,35,0.059,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,39,0.042,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.5,39,0.075,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,34,0.123,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.062,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,38,0.11,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,37,0.17,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,28,0.086,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.5,43,0.036,0.0055,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.6,38,0.106,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,33,0.223,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.044,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,35,0.123,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,28,0.188,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,31,0.038,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,32,0.039,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,39,0.018,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,32,0.146,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,32,0.208,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,26,0.172,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,37,0.173,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,30,0.117,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,29,0.167,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,31,0.095,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,30,0.009,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,33,0.05,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,34,0.221,0.0144,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,41,0.151,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,35,0.118,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,32,0.111,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,45,0.202,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,42,0.179,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,27,0.077,0.0023,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,25,0.167,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,35,0.011,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,34,0.04,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,39,0.124,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,32,0.004,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,42,0.17,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,43,0.053,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,31,0.031,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,45,0.17,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,29,0.083,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,31,0.129,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,31,0.139,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,34,0.202,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,35,0.111,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,43,0.003,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,28,0.116,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,30,0.037,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,33,0.05,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.2,26,0.018,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,35,0.059,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,30,0.145,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,35,0.066,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,41,0.03,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,32,0.07,0.0183,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,27,0.064,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,41,0.085,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,34,0.082,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,28,0.194,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,31,0.213,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,34,0.189,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,44,0.053,0.0041,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,45,0.118,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,34,0.135,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,29,0.036,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,29,0.209,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,26,0.088,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,37,0.111,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,37,0.182,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,30,0.051,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,41,0.168,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,34,0.099,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,27,0.029,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,44,0.17,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,25,0.14,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,35,0.173,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,31,0.183,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,27,0.094,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,31,0.229,0.0115,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,35,0.083,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,38,0.166,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,26,0.099,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,45,0.023,0.0017,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,43,0.119,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,42,0.162,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,30,0.155,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,28,0.215,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,25,0.103,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,33,0.023,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,31,0.18,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,26,0.016,0.0159,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,29,0.069,0.0131,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,33,0.135,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,45,0.211,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,35,0.17,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,37,0.081,0.0013,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,44,0.084,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,39,0.103,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,35,0.125,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,28,0.101,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,45,0.029,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,34,0.163,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,43,0.136,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,44,0.113,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,44,0.068,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,34,0.198,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,26,0.019,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,34,0.014,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,45,0.208,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,26,0.1,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,38,0.118,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,41,0.111,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,30,0.091,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,40,0.122,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,45,0.168,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,42,0.131,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,41,0.09,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,38,0.105,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,25,0.199,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,29,0.191,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,43,0.073,0.003,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,40,0.131,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,39,0.01,0.0136,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,25,0.003,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,43,0.095,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,45,0.069,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,39,0.04,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,45,0.151,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,30,0.162,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,43,0.216,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,36,0.032,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,41,0.04,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,28,0.018,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,33,0.076,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.6,42,0.166,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,29,0.053,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,31,0.217,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,41,0.22,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,44,0.13,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,25,0.022,0.0157,0,0,0
