Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,24.0,16.8,77.5,0.105,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.7,5.1,19.4,0.304,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.4,3.4,15.6,0.061,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.8,18.9,60.2,0.006,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.2,10.6,61.7,0.371,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.5,14.0,39.1,0.309,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,20.0,65.0,0.349,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.8,8.7,23.6,0.395,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.1,18.0,69.0,0.044,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.5,16.1,64.6,0.11,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,48.1,19.1,4.2,0.395,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,0.2,19.9,0.207,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.1,19.9,50.7,0.289,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,19.4,23.3,0.065,0.009,1,1,0
Aluminum Alloy,35.45,2870,0.26,30.0,7.3,9.4,0.346,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.8,5.2,4.5,0.203,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,15.4,35.8,0.379,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,2.0,21.9,0.345,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.6,11.0,76.7,0.006,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.8,20.7,70.8,0.272,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.0,5.0,15.0,0.051,0.0113,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,8.0,47.4,0.169,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.7,13.1,34.1,0.378,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.7,13.5,22.8,0.082,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.0,9.3,53.4,0.015,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,3.3,25.6,0.127,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.1,11.6,34.4,0.166,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.7,16.0,70.3,0.09,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.4,5.4,18.2,0.042,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,49.0,14.1,62.4,0.381,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.0,6.7,49.6,0.348,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,47.7,2.3,56.9,0.315,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.0,14.9,31.7,0.061,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.5,3.3,39.5,0.012,0.0146,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.5,13.2,46.7,0.307,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,74.7,11.3,37.1,0.463,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,5.9,52.3,0.188,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,14.5,64.5,0.139,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.3,15.6,72.5,0.452,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.0,0.3,26.0,0.379,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,3.5,62.5,0.35,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.8,6.0,41.6,0.019,0.0042,1,1,0
Aluminum Alloy,35.45,2870,0.26,67.7,8.1,18.7,0.391,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.3,0.2,63.4,0.312,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.8,4.3,21.5,0.399,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,13.5,78.3,0.244,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.0,14.1,79.6,0.388,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,14.2,43.1,0.288,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.4,12.5,69.4,0.34,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.1,5.4,65.6,0.427,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,18.8,49.5,0.16,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,15.9,59.5,0.429,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.6,3.3,27.9,0.439,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,13.5,58.8,0.195,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.4,8.7,73.7,0.409,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.9,8.3,16.4,0.236,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.4,12.3,12.1,0.144,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.8,17.4,31.2,0.39,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,2.0,50.9,0.275,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.7,2.0,71.5,0.019,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,2.9,72.9,0.222,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,15.0,11.2,0.338,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,6.7,11.1,0.003,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,3.9,52.9,0.185,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.0,18.4,48.8,0.11,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.3,20.8,11.0,0.167,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,6.9,9.7,0.29,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,12.4,50.8,0.319,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,3.3,7.2,0.005,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,20.8,20.6,0.305,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.5,10.6,30.5,0.329,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.0,16.3,74.5,0.218,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.9,6.9,55.4,0.138,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.6,6.7,41.0,0.26,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.6,10.6,54.4,0.161,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,14.2,74.8,0.296,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,20.4,77.4,0.288,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.0,18.8,17.1,0.421,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.5,1.7,80.2,0.216,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.6,17.8,39.0,0.305,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.3,15.4,37.2,0.183,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,18.8,44.2,0.037,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.5,4.5,57.2,0.054,0.02,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,15.2,27.0,0.311,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.0,10.7,44.7,0.42,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,16.1,28.3,0.018,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.2,0.2,34.4,0.423,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.9,13.1,40.1,0.289,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.4,10.5,20.5,0.126,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,5.7,74.4,0.248,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.7,13.1,54.3,0.046,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.7,13.3,55.8,0.029,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,60.7,16.1,64.2,0.381,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.4,12.2,31.8,0.386,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,0.6,37.6,0.359,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,4.4,80.8,0.462,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.0,7.1,49.7,0.367,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,20.0,19.3,0.092,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,1.7,59.1,0.267,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.0,18.3,77.4,0.152,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,3.9,22.5,0.049,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.3,10.7,46.4,0.297,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.0,14.6,73.3,0.301,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,2.0,54.5,0.063,0.0181,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.2,20.7,80.6,0.005,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.3,7.7,39.8,0.388,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,2.3,67.6,0.291,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.0,14.5,31.7,0.433,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.6,6.3,14.1,0.017,0.0011,1,1,1
Aluminum Alloy,35.45,2870,0.26,7.8,3.1,31.0,0.299,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.2,18.0,4.0,0.049,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.7,18.6,77.9,0.23,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.4,3.8,29.7,0.1,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.9,6.4,28.2,0.092,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,16.0,68.0,0.337,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.4,13.3,10.7,0.333,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.8,17.2,3.0,0.212,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.8,1.8,59.6,0.178,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.2,2.5,12.4,0.099,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.5,17.6,12.9,0.153,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.5,19.7,51.2,0.067,0.0095,1,1,0
Aluminum Alloy,35.45,2870,0.26,56.1,5.4,25.4,0.162,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.1,20.0,43.1,0.265,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.2,10.6,57.7,0.167,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.4,10.1,52.9,0.289,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.8,9.4,35.7,0.146,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,1.6,54.6,0.129,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.4,0.9,67.3,0.438,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.5,18.6,9.2,0.14,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.8,14.8,41.5,0.16,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,10.4,73.0,0.058,0.006,1,1,0
Aluminum Alloy,35.45,2870,0.26,73.0,10.0,25.6,0.025,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,20.9,3.7,11.6,0.306,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,18.9,44.6,0.255,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.7,13.4,52.1,0.296,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.2,14.3,60.8,0.268,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.9,11.0,38.8,0.366,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.8,3.7,3.8,0.463,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,17.1,62.2,0.23,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,4.0,75.6,0.077,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,16.0,54.0,0.249,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.0,7.0,4.8,0.249,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.6,11.9,74.2,0.028,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.9,14.6,64.5,0.258,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,11.4,63.4,0.237,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.7,3.6,14.5,0.256,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.9,17.4,76.7,0.052,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,17.7,15.9,18.1,0.376,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.4,12.5,56.5,0.189,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.4,4.8,57.2,0.066,0.0063,1,1,0
Aluminum Alloy,35.45,2870,0.26,5.1,8.6,52.6,0.203,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.2,13.2,54.9,0.038,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.8,19.2,23.0,0.055,0.0052,1,1,0
Aluminum Alloy,35.45,2870,0.26,62.5,19.3,24.4,0.434,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.6,17.7,64.4,0.359,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.5,8.6,7.4,0.029,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.3,0.2,12.1,0.303,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.7,21.0,45.1,0.115,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,15.8,22.9,0.325,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.2,9.2,63.5,0.087,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,17.2,30.5,0.005,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.1,0.2,15.2,0.136,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.9,19.4,30.8,0.172,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.6,20.2,28.7,0.233,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.8,12.0,39.4,0.243,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.1,2.1,11.9,0.009,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,14.1,28.7,0.218,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.0,7.4,72.4,0.418,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.9,12.5,45.4,0.163,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.5,4.2,73.1,0.35,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,5.3,40.6,0.165,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.2,1.7,75.3,0.213,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,2.6,41.9,0.346,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.4,20.4,54.4,0.152,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.1,18.2,70.0,0.266,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,11.4,60.0,0.055,0.0115,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.4,14.8,62.9,0.057,0.0041,1,1,0
Aluminum Alloy,35.45,2870,0.26,4.9,8.9,63.5,0.344,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.3,11.9,57.8,0.388,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.9,0.2,63.2,0.303,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.9,13.5,31.8,0.293,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.9,2.1,68.9,0.353,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.9,12.8,71.5,0.117,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,69.4,15.0,79.1,0.221,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,17.8,10.1,0.336,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.3,13.1,39.4,0.228,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.5,6.9,42.9,0.421,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.2,15.6,73.2,0.047,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,73.1,12.5,70.8,0.118,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.4,18.4,12.5,0.083,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.6,20.6,8.0,0.379,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.2,4.2,24.3,0.275,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.0,5.9,7.9,0.213,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,6.9,44.1,0.164,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,13.6,76.7,0.051,0.0042,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.8,11.8,65.0,0.097,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,15.5,57.4,0.03,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,11.9,56.4,0.442,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.7,6.0,22.0,0.087,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.7,9.7,14.2,0.229,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.6,1.8,29.7,0.076,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.5,13.3,47.2,0.421,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,9.5,69.3,0.134,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,17.0,74.7,0.236,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.2,10.7,53.6,0.054,0.005,1,1,0
Aluminum Alloy,35.45,2870,0.26,68.3,17.7,60.1,0.129,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.5,1.1,69.0,0.179,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,19.6,5.6,0.12,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.1,3.9,55.4,0.257,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.8,20.0,66.4,0.357,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,5.6,20.6,0.388,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,4.7,25.1,0.442,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,6.2,14.2,0.436,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.4,19.7,66.9,0.036,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.1,18.7,48.2,0.322,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,19.2,77.5,0.26,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.1,6.3,10.3,0.433,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.1,20.1,42.6,0.191,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.1,17.9,69.9,0.107,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,12.5,59.2,0.207,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.6,17.7,60.4,0.04,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.5,14.6,16.3,0.17,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.8,2.8,7.5,0.262,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.3,19.1,68.1,0.221,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.7,4.6,80.1,0.024,0.0095,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.9,7.3,40.4,0.27,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.7,0.6,74.9,0.134,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.4,20.1,66.5,0.304,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.1,4.5,66.6,0.091,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.5,14.2,21.5,0.368,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.2,12.7,49.0,0.411,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.4,0.6,5.2,0.187,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,14.7,41.8,0.05,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.8,8.8,21.7,0.256,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.3,8.3,72.0,0.281,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.0,8.7,47.9,0.351,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,3.5,4.6,0.131,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.1,15.9,62.6,0.168,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.8,12.9,6.2,0.329,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.8,3.2,48.7,0.106,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.9,4.9,29.9,0.182,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.1,20.1,53.3,0.426,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.0,4.0,60.5,0.14,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,4.6,6.8,0.006,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.9,13.8,75.7,0.378,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.6,16.0,22.0,0.064,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.1,14.2,48.1,0.333,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,5.8,20.6,0.37,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.3,5.1,50.6,0.236,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.5,3.8,42.8,0.038,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,21.4,2.3,41.9,0.321,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.1,8.9,46.0,0.453,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,18.7,17.0,0.309,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.8,11.4,49.2,0.101,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,15.0,45.4,0.141,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.9,14.2,23.0,0.385,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,0.2,50.4,0.124,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.9,17.5,22.1,0.394,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,17.8,71.1,0.225,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.7,9.5,18.7,0.1,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,12.1,61.9,0.468,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.9,12.4,58.2,0.207,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.8,5.7,77.3,0.28,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.0,11.8,59.4,0.1,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.0,11.1,76.9,0.389,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.7,11.7,46.4,0.307,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,47.0,0.9,63.0,0.129,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,1.4,11.6,0.37,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.8,2.6,48.7,0.129,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.6,13.6,38.2,0.297,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.8,13.2,47.3,0.154,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.1,0.1,78.3,0.354,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.2,15.3,41.0,0.327,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.1,7.0,36.5,0.394,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.4,10.6,24.9,0.356,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,11.0,20.0,0.349,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,10.4,40.3,0.326,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.6,6.2,56.5,0.261,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,9.0,69.3,0.385,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,0.5,56.6,0.318,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.3,10.8,3.3,0.435,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.5,8.8,32.2,0.423,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,2.3,55.1,0.205,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.4,16.3,43.4,0.197,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,20.6,33.1,0.114,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.3,16.6,37.7,0.159,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,17.7,53.3,0.456,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,20.3,13.6,0.154,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.9,0.3,18.1,0.249,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,0.1,48.6,0.076,0.0018,0,0,0
