Material Type,Material Hardness Number,Desity,Poissons Ratio,Diameter,Depth,Tolerance,Surface finish,drilling,reaming,rough boring,finish boaring
Aluminum Alloy,35.45,2870,0.26,2.3,6,0.134,0.043,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,4,0.106,0.0677,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,16,0.072,0.0143,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,6,0.278,0.0701,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,7,0.274,0.0032,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,11,0.191,0.0673,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,20,0.247,0.0738,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,3,0.046,0.0744,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,12,0.207,0.0262,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,4,0.166,0.0021,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,4,0.048,0.0702,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,9,0.12,0.0567,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,14,0.11,0.0166,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.5,10,0.05,0.051,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,16,0.264,0.0262,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,18,0.061,0.0332,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,8,0.057,0.0476,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,2,0.166,0.0581,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,2,0.027,0.0133,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,10,0.045,0.0492,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,10,0.232,0.0432,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,18,0.246,0.0232,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,14,0.072,0.0205,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,4,0.022,0.0237,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,10,0.051,0.0247,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,8,0.209,0.0479,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,14,0.239,0.0745,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,11,0.225,0.0263,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,11,0.202,0.0666,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,15,0.106,0.0385,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,13,0.12,0.0019,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,16,0.229,0.0481,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,2,0.201,0.0697,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,14,0.058,0.0224,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,17,0.17,0.0377,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,19,0.02,0.0516,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,17,0.061,0.0574,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,12,0.21,0.0178,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.4,17,0.25,0.064,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,4,0.039,0.0376,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,1,0.058,0.0393,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,2,0.048,0.0483,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,18,0.065,0.0718,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,13,0.237,0.0489,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,9,0.247,0.0337,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,6,0.115,0.0322,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,20,0.234,0.0796,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,16,0.019,0.0428,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,13,0.116,0.0023,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,15,0.216,0.003,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,9,0.246,0.0639,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,7,0.16,0.0126,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,7,0.091,0.0738,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,19,0.18,0.0421,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,0,0.073,0.0204,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,3,0.206,0.0244,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,9,0.249,0.0459,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,14,0.118,0.0018,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,8,0.064,0.0221,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,5,0.175,0.0581,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,12,0.031,0.075,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,18,0.085,0.0022,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,2,0.27,0.0766,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,11,0.084,0.037,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,20,0.13,0.0684,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,20,0.186,0.0174,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,10,0.041,0.0123,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,17,0.266,0.033,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,9,0.195,0.0515,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,11,0.193,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,12,0.124,0.0594,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,10,0.156,0.0375,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,8,0.088,0.0783,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,1,0.101,0.0016,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,3,0.044,0.0072,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,0,0.196,0.0695,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,13,0.254,0.0428,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,17,0.084,0.0434,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,8,0.071,0.0428,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,11,0.241,0.0615,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,5,0.184,0.0504,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,16,0.029,0.0454,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,1,0.206,0.0613,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,13,0.029,0.0201,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,19,0.151,0.0182,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.7,9,0.104,0.0691,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,15,0.205,0.0073,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.7,1,0.17,0.0714,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,8,0.171,0.072,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,13,0.016,0.0311,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,10,0.207,0.0684,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,17,0.073,0.0373,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,17,0.115,0.0108,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,3,0.154,0.0361,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,1,0.183,0.0418,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,6,0.106,0.0579,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,0,0.257,0.0291,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,5,0.173,0.0356,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,5,0.205,0.0642,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,19,0.098,0.031,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,4,0.19,0.0132,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.9,19,0.13,0.0597,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,4,0.263,0.0509,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,9,0.127,0.0713,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,19,0.039,0.0647,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,2,0.101,0.0675,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,9,0.063,0.0258,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,11,0.099,0.0014,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,15,0.07,0.0161,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,18,0.034,0.0049,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,9,0.046,0.0179,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,4,0.205,0.0148,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.3,7,0.277,0.0416,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,15,0.094,0.0013,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,14,0.257,0.0691,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,4,0.196,0.003,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,3,0.275,0.0453,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,18,0.161,0.0584,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,8,0.192,0.0485,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,4,0.24,0.0491,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,16,0.246,0.0068,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.9,10,0.049,0.0265,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,10,0.159,0.0213,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,17,0.203,0.0029,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,5,0.163,0.0458,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,18,0.093,0.0737,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,11,0.137,0.0802,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,16,0.035,0.0511,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,16,0.251,0.0348,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,9,0.086,0.0037,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,16,0.074,0.0661,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,1,0.224,0.0803,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,5,0.252,0.0011,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,14,0.128,0.0371,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,5,0.257,0.0113,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.8,13,0.038,0.0435,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,3,0.089,0.0778,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,10,0.028,0.0451,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11,0.217,0.0063,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.1,1,0.156,0.0192,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.2,0,0.196,0.0237,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,7,0.049,0.0425,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,0,0.272,0.0781,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,4,0.273,0.0482,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,15,0.22,0.0272,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,8,0.074,0.0331,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,0,0.174,0.0562,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,10,0.213,0.0096,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,20,0.198,0.0323,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,11,0.17,0.0114,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.2,1,0.084,0.074,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,10,0.126,0.0168,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.5,19,0.133,0.0274,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,0,0.072,0.0703,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,5,0.179,0.0155,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.4,12,0.074,0.0159,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,12,0.106,0.0219,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,11,0.11,0.0375,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,10,0.111,0.019,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.0,17,0.105,0.0574,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,9,0.138,0.0475,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,0,0.252,0.0281,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,14,0.117,0.054,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,17,0.023,0.0491,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,11,0.06,0.0141,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,9,0.248,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,15,0.055,0.0341,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,11,0.124,0.049,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,18,0.168,0.0307,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,7,0.081,0.0134,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,11,0.16,0.0208,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,6,0.085,0.041,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,13,0.028,0.0688,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,18,0.274,0.0071,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,15,0.071,0.0566,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,7,0.032,0.0102,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,20,0.225,0.08,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,9,0.212,0.0711,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,20,0.096,0.0807,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,4,0.144,0.0456,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,17,0.09,0.065,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,3,0.211,0.0175,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.8,2,0.156,0.0559,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,19,0.024,0.0692,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,8,0.21,0.0628,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,10,0.188,0.0071,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.8,5,0.119,0.0406,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,18,0.145,0.0802,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,12,0.024,0.0648,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,20,0.161,0.0082,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.8,5,0.166,0.0123,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,8,0.213,0.0029,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,6,0.17,0.0337,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,2,0.088,0.0543,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,6,0.202,0.0391,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,10,0.152,0.0583,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,13,0.024,0.0715,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.0,10,0.232,0.0726,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,2,0.09,0.0027,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,3,0.203,0.0655,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,0,0.099,0.066,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,13,0.265,0.0578,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,4,0.224,0.0788,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,16,0.094,0.0535,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,6,0.03,0.0007,1,0,1,1
Aluminum Alloy,35.45,2870,0.26,4.8,17,0.257,0.0248,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,12,0.088,0.0546,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,2,0.274,0.0312,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,2,0.259,0.0064,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.6,20,0.095,0.0293,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,17,0.139,0.0252,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,11,0.271,0.0439,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,1,0.068,0.0352,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,15,0.137,0.025,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,20,0.265,0.0306,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,19,0.047,0.0015,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,4,0.067,0.0325,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,11,0.026,0.0066,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,5,0.066,0.0608,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,9,0.161,0.0341,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,8,0.148,0.0382,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,5,0.193,0.0777,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,6,0.226,0.0337,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,15,0.191,0.0578,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,2,0.03,0.075,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,2,0.085,0.0399,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,2,0.219,0.0386,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,6,0.263,0.0119,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,0,0.118,0.0703,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,1,0.096,0.0193,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,6,0.154,0.0134,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.1,5,0.177,0.0381,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,13,0.192,0.0046,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,5,0.195,0.0167,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.5,3,0.208,0.0517,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,0,0.26,0.0118,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.1,20,0.162,0.0294,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,12,0.237,0.0669,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,5,0.086,0.0148,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,14,0.068,0.0735,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,19,0.036,0.0242,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,9,0.098,0.0699,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,3,0.178,0.0051,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.7,7,0.206,0.0461,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,11,0.256,0.0513,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,5,0.167,0.0621,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,9,0.022,0.015,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,5,0.13,0.0134,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,5,0.265,0.0655,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,15,0.133,0.0455,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,5,0.025,0.006,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,13,0.138,0.0539,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,5,0.128,0.0795,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,16,0.046,0.0351,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,6,0.072,0.0243,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,15,0.089,0.0588,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,8,0.25,0.0676,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,5,0.147,0.0096,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.1,11,0.261,0.0784,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,10,0.206,0.0155,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,20,0.133,0.0584,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,0,0.264,0.0527,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,16,0.091,0.0447,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,0,0.171,0.0608,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,7,0.176,0.0464,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,17,0.115,0.032,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,12,0.232,0.0319,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,2,0.18,0.0279,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,4,0.245,0.0046,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,18,0.199,0.0078,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.0,13,0.215,0.0384,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,5,0.181,0.0234,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,0,0.255,0.0561,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,12,0.23,0.0281,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,1,0.168,0.0342,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,14,0.053,0.0503,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,3,0.214,0.0484,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,10,0.165,0.0038,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,8,0.201,0.0805,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,8,0.046,0.0459,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,16,0.028,0.0358,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,2,0.039,0.0197,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,7,0.072,0.0401,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,13,0.173,0.0545,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,10,0.039,0.0155,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,17,0.222,0.0712,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,12,0.177,0.0701,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,11,0.084,0.002,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,19,0.274,0.0014,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,14,0.022,0.002,1,0,1,1
Aluminum Alloy,35.45,2870,0.26,8.9,12,0.231,0.0206,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,15,0.03,0.0714,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,12,0.145,0.0417,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.0,4,0.043,0.0479,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,3,0.243,0.0725,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,4,0.262,0.0274,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,6,0.152,0.029,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,17,0.015,0.0657,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,19,0.147,0.0412,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,2,0.183,0.0153,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.4,6,0.218,0.0737,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,7,0.252,0.0352,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,6,0.253,0.0295,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,1,0.085,0.0234,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,6,0.197,0.0191,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.7,16,0.029,0.0173,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,18,0.279,0.0141,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,11,0.229,0.0361,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,14,0.215,0.0448,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,2,0.092,0.0148,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,1,0.244,0.0661,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,16,0.037,0.0746,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,12,0.062,0.0295,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,3,0.068,0.0517,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,13,0.219,0.067,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,16,0.137,0.0539,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,8,0.25,0.05,1,0,0,0
