Material Type,Material Hardness Number,Desity,Poissons Ratio,Radius,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,6,0.077,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.101,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.101,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.01,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.158,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.078,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.008,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.093,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.098,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.052,0.0029,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.186,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.152,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.088,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.118,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.126,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.107,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.039,0.0152,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.114,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.114,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.184,0.0131,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.149,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.18,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.042,0.0075,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.121,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.176,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.049,0.0188,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.039,0.0042,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.139,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.022,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.121,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.13,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.101,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.151,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.105,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.129,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.105,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.114,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.138,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.063,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.051,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.169,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.028,0.0057,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.179,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.127,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.069,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.072,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.161,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.124,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.145,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.021,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.082,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.176,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.071,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.119,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.149,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.111,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.023,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.171,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.059,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.047,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.174,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.135,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.05,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.115,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.15,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.057,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.183,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.081,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.185,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.137,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.174,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.147,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.14,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.096,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.157,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.109,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.099,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.095,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.071,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.063,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.008,0.0178,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.041,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.075,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.071,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.035,0.0047,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.153,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.05,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.154,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.116,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.054,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.055,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.015,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.076,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.07,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.039,0.0086,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.172,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.158,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.052,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.186,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.005,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.147,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.189,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.031,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.156,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.102,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.02,0.0045,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.153,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.011,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.039,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.118,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.014,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.066,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.066,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.069,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.174,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.048,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.167,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.112,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.039,0.0034,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.027,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.065,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.039,0.0183,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.173,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.172,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.017,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.024,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.004,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.137,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.053,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.17,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.174,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.015,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.085,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.159,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.007,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.143,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.109,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.061,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.094,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.142,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.055,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.088,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.036,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.036,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.17,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.179,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.08,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.085,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.111,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.165,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.128,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.159,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.132,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.182,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.136,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.158,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.178,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.034,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.058,0.0096,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.116,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.057,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.013,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.035,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.146,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.162,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.172,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.041,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.071,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.032,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.07,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.116,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.018,0.002,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.084,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.075,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.013,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.127,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.078,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.04,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.111,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.083,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.139,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.057,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.158,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.062,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.093,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.06,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.099,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.125,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.158,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.086,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.12,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.092,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.186,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.02,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.032,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.074,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.112,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.116,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.11,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.177,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.082,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.025,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.044,0.0088,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.101,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.159,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.144,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.054,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.108,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.181,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.043,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.013,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.067,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.157,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.088,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.107,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.049,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.141,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.007,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.177,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.189,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.051,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.129,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.028,0.0026,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.141,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.189,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.023,0.0072,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.177,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.007,0.0185,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.134,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.183,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.023,0.0047,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.02,0.0022,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.073,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.105,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.093,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.118,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.098,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.189,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.064,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.187,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.182,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.024,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.128,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.124,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.004,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.006,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.16,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.129,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.049,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.105,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.015,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.031,0.0046,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.035,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.008,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.143,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.012,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.132,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.025,0.0027,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.162,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.083,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.098,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.057,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.113,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.159,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.029,0.0079,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.01,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.078,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.169,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.177,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.162,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.032,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.177,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.071,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.061,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.016,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.098,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.088,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.134,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.024,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.032,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.136,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.039,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.139,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.19,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.148,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.165,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.092,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.172,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.089,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.186,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.023,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.152,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.062,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.074,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.031,0.0053,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.136,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.135,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.143,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.045,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.142,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.047,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.072,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.109,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.128,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.134,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.185,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.103,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.013,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.106,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.083,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.124,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.053,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.044,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.101,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.055,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.154,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.02,0.0088,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.129,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.118,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.094,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.005,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.075,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.081,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.071,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.007,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.064,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.064,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.104,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.128,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.087,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.011,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.149,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.003,0.0006,1,1,1
Aluminum Alloy,35.45,2870,0.26,4,0.19,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.163,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.076,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.156,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.018,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.166,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.101,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.084,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.185,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.157,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.16,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.031,0.0022,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.009,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.188,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.063,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.037,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.18,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.017,0.02,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.035,0.0095,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.161,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.099,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.122,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.018,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.134,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.167,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.026,0.0095,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.065,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.163,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.151,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.169,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.022,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.015,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.007,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.068,0.0065,0,0,0
